CatalogId,NoradId,Name
5557,5557,OPS 4311 (DMSP 5B F1)
5690,5690,THORAD AGENA D DEB
5691,5691,THORAD AGENA D DEB
5692,5692,THORAD AGENA D DEB
5694,5694,THORAD AGENA D DEB
5696,5696,THORAD AGENA D DEB
5698,5698,THORAD AGENA D DEB
5842,5842,THORAD AGENA D DEB
5903,5903,OPS 5058 (DMSP 5B F2)
5904,5904,THOR BURNER 2 R/B
5957,5957,THORAD AGENA D DEB
5958,5958,THORAD AGENA D DEB
6014,6014,THORAD AGENA D DEB
6126,6126,LANDSAT 1 (ERTS 1)
6127,6127,DELTA 1 R/B
6139,6139,THORAD AGENA D DEB
6157,6157,THORAD AGENA D DEB
6160,6160,THORAD AGENA D DEB
6167,6167,THORAD AGENA D DEB
6213,6213,DELTA 1 DEB *
6214,6214,DELTA 1 DEB
6216,6216,THORAD AGENA D DEB
6217,6217,OPS 8180 (STP RADSAT)
6218,6218,ATLAS F BURNER 2 R/B
6235,6235,NOAA 2 (ITOS-D)
6236,6236,OSCAR 6
6275,6275,OPS 7323 (DMSP 5B F3)
6276,6276,THOR BURNER 2 R/B
6305,6305,NIMBUS 5
6765,6765,THORAD AGENA D DEB
6766,6766,THORAD AGENA D DEB
6767,6767,THORAD AGENA D DEB
6787,6787,OPS 8364 (DMSP 4)
6788,6788,THOR BURNER 2 R/B
6920,6920,NOAA 3
6921,6921,DELTA 1 R/B
7013,7013,DELTA 1 DEB
7018,7018,DELTA 1 DEB
7019,7019,DELTA 1 DEB
7022,7022,DELTA 1 DEB
7023,7023,DELTA 1 DEB
7026,7026,DELTA 1 DEB
7028,7028,DELTA 1 DEB
7029,7029,DELTA 1 DEB
7030,7030,DELTA 1 DEB
7032,7032,DELTA 1 DEB
7034,7034,DELTA 1 DEB
7045,7045,DELTA 1 DEB
7046,7046,DELTA 1 DEB
7051,7051,DELTA 1 DEB
7052,7052,DELTA 1 DEB
7056,7056,DELTA 1 DEB
7057,7057,DELTA 1 DEB
7058,7058,DELTA 1 DEB
7060,7060,DELTA 1 DEB
7061,7061,DELTA 1 DEB
7065,7065,DELTA 1 DEB
7071,7071,DELTA 1 DEB
7073,7073,DELTA 1 DEB
7074,7074,DELTA 1 DEB
7076,7076,DELTA 1 DEB
7080,7080,DELTA 1 DEB
7083,7083,DELTA 1 DEB
7084,7084,DELTA 1 DEB
7085,7085,DELTA 1 DEB
7086,7086,DELTA 1 DEB
7087,7087,DELTA 1 DEB
7093,7093,DELTA 1 DEB
7124,7124,DELTA 1 DEB
7128,7128,DELTA 1 DEB
7130,7130,DELTA 1 DEB
7132,7132,DELTA 1 DEB
7137,7137,DELTA 1 DEB
7140,7140,DELTA 1 DEB
7142,7142,DELTA 1 DEB
7147,7147,DELTA 1 DEB
7148,7148,DELTA 1 DEB
7150,7150,DELTA 1 DEB
7152,7152,DELTA 1 DEB
7153,7153,DELTA 1 DEB
7155,7155,DELTA 1 DEB
7156,7156,DELTA 1 DEB
7158,7158,DELTA 1 DEB
7160,7160,DELTA 1 DEB
7161,7161,DELTA 1 DEB
7163,7163,DELTA 1 DEB
7164,7164,DELTA 1 DEB
7166,7166,DELTA 1 DEB
7170,7170,DELTA 1 DEB
7179,7179,DELTA 1 DEB
7181,7181,DELTA 1 DEB
7183,7183,DELTA 1 DEB
7213,7213,MIRANDA (X-4)
7218,7218,OPS 8579 (DMSP 5B F5)
7219,7219,THOR BURNER 2A R/B
7228,7228,SCOUT D-1 R/B
7411,7411,OPS 6983 (DMSP 5C F1)
7412,7412,THOR BURNER 2A R/B
7489,7489,DELTA 1 DEB
7529,7529,NOAA 4
7530,7530,OSCAR 7
7531,7531,INTASAT
7532,7532,THORAD DELTA 1 R/B
7615,7615,LANDSAT 2
7616,7616,DELTA 1 R/B
7816,7816,OPS 6226
7817,7817,THOR BURNER 2 R/B
7838,7838,DELTA 1 DEB
7839,7839,DELTA 1 DEB
7846,7846,DELTA 1 DEB
7850,7850,DELTA 1 DEB
7851,7851,DELTA 1 DEB
7890,7890,DELTA 1 DEB
7892,7892,DELTA 1 DEB
7924,7924,NIMBUS 6
7946,7946,DELTA 1 R/B
7959,7959,DELTA 1 DEB
8136,8136,THORAD DELTA 1 DEB
8137,8137,THORAD DELTA 1 DEB
8139,8139,THORAD DELTA 1 DEB
8140,8140,THORAD DELTA 1 DEB
8143,8143,THORAD DELTA 1 DEB
8144,8144,THORAD DELTA 1 DEB
8152,8152,THORAD DELTA 1 DEB
8154,8154,THORAD DELTA 1 DEB
8157,8157,THORAD DELTA 1 DEB
8165,8165,THORAD DELTA 1 DEB
8166,8166,THORAD DELTA 1 DEB
8168,8168,THORAD DELTA 1 DEB
8170,8170,THORAD DELTA 1 DEB
8172,8172,THORAD DELTA 1 DEB
8173,8173,THORAD DELTA 1 DEB
8174,8174,THORAD DELTA 1 DEB
8178,8178,THORAD DELTA 1 DEB
8184,8184,THORAD DELTA 1 DEB
8301,8301,THORAD DELTA 1 DEB
8305,8305,THORAD DELTA 1 DEB
8308,8308,THORAD DELTA 1 DEB
8310,8310,THORAD DELTA 1 DEB
8311,8311,THORAD DELTA 1 DEB
8314,8314,DELTA 1 DEB
8319,8319,DELTA 1 DEB
8397,8397,THORAD DELTA 1 DEB
8398,8398,THORAD DELTA 1 DEB
8399,8399,THORAD DELTA 1 DEB
8401,8401,THORAD DELTA 1 DEB
8407,8407,THORAD DELTA 1 DEB
8437,8437,THORAD DELTA 1 DEB
8438,8438,THORAD DELTA 1 DEB
8539,8539,DELTA 1 DEB
8554,8554,THORAD DELTA 1 DEB
8566,8566,THORAD DELTA 1 DEB
8596,8596,THORAD DELTA 1 DEB
8678,8678,DELTA 1 DEB
8679,8679,DELTA 1 DEB *
8682,8682,DELTA 1 DEB
8685,8685,DELTA 1 DEB
8788,8788,THORAD DELTA 1 DEB
8789,8789,THORAD DELTA 1 DEB
8790,8790,THORAD DELTA 1 DEB
8791,8791,DELTA 1 DEB *
8828,8828,NOAA 1 DEB *
8860,8860,P 76-5
8861,8861,SCOUT B-1 R/B
8867,8867,SCOUT B-1 DEB
8868,8868,SCOUT B-1 DEB
8908,8908,THORAD AGENA D DEB
8951,8951,DELTA 1 DEB
8954,8954,DELTA 1 DEB
8956,8956,DELTA 1 DEB
8958,8958,DELTA 1 DEB
8959,8959,DELTA 1 DEB
8964,8964,DELTA 1 DEB
8968,8968,DELTA 1 DEB
8969,8969,DELTA 1 DEB
8970,8970,DELTA 1 DEB
8978,8978,DELTA 1 DEB
8980,8980,DELTA 1 DEB
8981,8981,DELTA 1 DEB
9003,9003,DELTA 1 DEB
9040,9040,DELTA 1 DEB
9042,9042,DELTA 1 DEB
9057,9057,NOAA 5
9063,9063,DELTA 1 R/B
9293,9293,DELTA 1 DEB
9313,9313,DELTA 1 DEB
9320,9320,DELTA 1 DEB
9415,9415,OPS 5721
9567,9567,DELTA 1 DEB
9619,9619,DELTA 1 DEB
9666,9666,THORAD AGENA D DEB
9668,9668,THORAD AGENA D DEB
9674,9674,DELTA 1 DEB
9681,9681,DELTA 1 DEB
9710,9710,DELTA 1 DEB
9726,9726,DELTA 1 DEB
9730,9730,THORAD DELTA 1 DEB
9976,9976,DELTA 1 DEB
9977,9977,DELTA 1 DEB
9978,9978,DELTA 1 DEB
9984,9984,THORAD DELTA 1 DEB
9985,9985,THORAD DELTA 1 DEB
9989,9989,THORAD DELTA 1 DEB
10033,10033,OPS 5644
10114,10114,SL-3 R/B
10136,10136,THORAD AGENA D DEB
10646,10646,DELTA 1 DEB
10657,10657,DELTA 1 DEB
10658,10658,DELTA 1 DEB
10659,10659,DELTA 1 DEB
10663,10663,DELTA 1 DEB
10702,10702,LANDSAT 3
10703,10703,OSCAR 8
10704,10704,DELTA 1 R/B
10709,10709,DELTA 1 DEB
10711,10711,DELTA 1 DEB
10717,10717,DELTA 1 DEB
10718,10718,DELTA 1 DEB
10747,10747,DELTA 1 DEB
10748,10748,DELTA 1 DEB
10754,10754,DELTA 1 DEB
10755,10755,DELTA 1 DEB
10763,10763,DELTA 1 DEB
10766,10766,DELTA 1 DEB
10767,10767,DELTA 1 DEB
10769,10769,DELTA 1 DEB
10820,10820,OPS 6182 (DMSP 5D-1 F3)
10823,10823,DELTA 1 DEB
10824,10824,DELTA 1 DEB
10825,10825,DELTA 1 DEB
10828,10828,DELTA 1 DEB
10829,10829,DELTA 1 DEB
10832,10832,DELTA 1 DEB
10838,10838,DELTA 1 DEB
10839,10839,DELTA 1 DEB
10841,10841,DELTA 1 DEB
10843,10843,DELTA 1 DEB
10844,10844,DELTA 1 DEB
10865,10865,DELTA 1 DEB
10869,10869,DELTA 1 DEB
10874,10874,DELTA 1 DEB
10875,10875,DELTA 1 DEB
10990,10990,THORAD DELTA 1 DEB
11060,11060,TIROS N
11061,11061,TIROS N DEB
11062,11062,TIROS N DEB
11080,11080,NIMBUS 7
11081,11081,DELTA 1 R/B(+CAMEO)
11251,11251,METEOR 1-29
11389,11389,OPS 5390
11416,11416,NOAA 6
12000,12000,DELTA 1 DEB
12164,12164,DELTA 1 DEB
12165,12165,DELTA 1 DEB
12166,12166,DELTA 1 DEB
12167,12167,DELTA 1 DEB
12168,12168,DELTA 1 DEB
12169,12169,DELTA 1 DEB
12170,12170,DELTA 1 DEB
12171,12171,DELTA 1 DEB
12172,12172,DELTA 1 DEB
12174,12174,DELTA 1 DEB
12175,12175,DELTA 1 DEB
12176,12176,DELTA 1 DEB
12177,12177,DELTA 1 DEB
12178,12178,DELTA 1 DEB
12179,12179,DELTA 1 DEB
12181,12181,DELTA 1 DEB
12183,12183,DELTA 1 DEB
12185,12185,DELTA 1 DEB
12189,12189,DELTA 1 DEB
12190,12190,DELTA 1 DEB
12193,12193,DELTA 1 DEB
12194,12194,DELTA 1 DEB
12195,12195,DELTA 1 DEB
12198,12198,DELTA 1 DEB
12200,12200,DELTA 1 DEB
12203,12203,DELTA 1 DEB
12204,12204,DELTA 1 DEB
12206,12206,DELTA 1 DEB
12209,12209,DELTA 1 DEB
12211,12211,DELTA 1 DEB
12212,12212,DELTA 1 DEB
12216,12216,DELTA 1 DEB
12217,12217,DELTA 1 DEB
12218,12218,DELTA 1 DEB
12222,12222,DELTA 1 DEB
12223,12223,DELTA 1 DEB
12225,12225,DELTA 1 DEB
12226,12226,DELTA 1 DEB
12227,12227,DELTA 1 DEB
12230,12230,DELTA 1 DEB
12234,12234,DELTA 1 DEB
12236,12236,DELTA 1 DEB
12242,12242,DELTA 1 DEB
12246,12246,DELTA 1 DEB
12250,12250,DELTA 1 DEB
12255,12255,DELTA 1 DEB
12256,12256,DELTA 1 DEB
12257,12257,DELTA 1 DEB
12262,12262,DELTA 1 DEB
12265,12265,DELTA 1 DEB
12266,12266,DELTA 1 DEB
12269,12269,DELTA 1 DEB
12270,12270,DELTA 1 DEB
12278,12278,DELTA 1 DEB
12279,12279,DELTA 1 DEB
12283,12283,DELTA 1 DEB
12284,12284,DELTA 1 DEB
12285,12285,DELTA 1 DEB
12288,12288,DELTA 1 DEB
12290,12290,DELTA 1 DEB
12291,12291,DELTA 1 DEB
12292,12292,DELTA 1 DEB
12294,12294,DELTA 1 DEB
12372,12372,DELTA 1 DEB
12373,12373,DELTA 1 DEB
12427,12427,DELTA 1 DEB
12527,12527,DELTA 1 DEB
12528,12528,DELTA 1 DEB
12530,12530,DELTA 1 DEB
12534,12534,DELTA 1 DEB
12542,12542,DELTA 1 DEB
12553,12553,NOAA 7
