CatalogId,NoradId,Name
2825,2825,THOR AGENA D R/B
2826,2826,OPS 5712 (P/L 160)
2828,2828,GGSE 4
2834,2834,GGSE 5
2847,2847,TIMATION 1
2872,2872,SURCAL 159
2873,2873,OPS 5712 (P/L 152)
2874,2874,OPS 5712 (P/L 153)
2909,2909,SURCAL 150B
3047,3047,COSMOS 192
3048,3048,SL-8 R/B
3081,3081,COSMOS 198
3158,3158,COSMOS 209
3164,3164,THOR ABLESTAR DEB
3229,3229,COSMOS 220
3230,3230,SL-8 R/B
3740,3740,THOR ABLESTAR DEB
3744,3744,THOR ABLESTAR DEB
3818,3818,COSMOS 272
3842,3842,THOR ABLESTAR DEB
4005,4005,THOR ABLESTAR DEB
4070,4070,COSMOS 292
4071,4071,SL-8 R/B
4084,4084,SL-8 DEB
4132,4132,SOICAL (CONE)
4133,4133,THORAD AGENA D DEB
4135,4135,THORAD AGENA D DEB
4138,4138,COSMOS 304
4139,4139,SL-8 R/B
4141,4141,THORAD AGENA D DEB
4143,4143,THORAD AGENA D DEB
4144,4144,THORAD AGENA D DEB
4145,4145,THORAD AGENA D DEB
4149,4149,THORAD AGENA D DEB
4154,4154,THORAD AGENA D DEB
4155,4155,THORAD AGENA D DEB
4157,4157,THORAD AGENA D DEB
4158,4158,THORAD AGENA D DEB
4160,4160,THORAD AGENA D DEB
4161,4161,THORAD AGENA D DEB
4164,4164,THORAD AGENA D DEB
4166,4166,SOICAL (CYLINDER)
4168,4168,TEMPSAT 2
4169,4169,THORAD AGENA D DEB
4171,4171,THORAD AGENA D DEB
4173,4173,THORAD AGENA D DEB
4174,4174,THORAD AGENA D DEB
4177,4177,THORAD AGENA D DEB
4178,4178,THORAD AGENA D DEB
4180,4180,THORAD AGENA D DEB
4187,4187,THORAD AGENA D DEB
4190,4190,THORAD AGENA D DEB
4193,4193,THORAD AGENA D DEB
4200,4200,THORAD AGENA D DEB
4205,4205,THORAD AGENA D DEB
4206,4206,THORAD AGENA D DEB
4207,4207,THORAD AGENA D DEB
4208,4208,THORAD AGENA D DEB
4209,4209,THORAD AGENA D DEB
4211,4211,THORAD AGENA D DEB
4214,4214,THORAD AGENA D DEB
4216,4216,THORAD AGENA D DEB
4217,4217,THORAD AGENA D DEB
4218,4218,THORAD AGENA D DEB
4227,4227,THORAD AGENA D DEB
4231,4231,THORAD AGENA D DEB
4237,4237,OPS 7613 (P/L 4)
4247,4247,OPS 7613 (P/L 5)
4249,4249,THORAD AGENA D DEB
4256,4256,OPS 7613 (P/L 1)
4257,4257,TIMATION 2
4259,4259,OPS 7613 (P/L 3)
4276,4276,THORAD AGENA D DEB
4277,4277,THORAD AGENA D DEB
4295,4295,OPS 7613 (P/L 6)
4311,4311,THORAD AGENA D DEB
4326,4326,THORAD AGENA D DEB
4369,4369,COSMOS 332
4370,4370,SL-8 R/B
4432,4432,THORAD AGENA D DEB
4435,4435,THORAD AGENA D DEB
4438,4438,THORAD AGENA D DEB
4449,4449,THORAD AGENA D DEB
4451,4451,THORAD AGENA D DEB
4453,4453,THORAD AGENA D DEB
4468,4468,THORAD AGENA D DEB
4519,4519,THORAD AGENA D DEB
4547,4547,THORAD AGENA D DEB
4564,4564,COSMOS 367
4578,4578,COSMOS 371
4579,4579,SL-8 R/B
4588,4588,COSMOS 372
4589,4589,SL-8 R/B
4783,4783,COSMOS 381
4784,4784,SL-8 R/B
4799,4799,COSMOS 385
4800,4800,SL-8 R/B
4895,4895,THORAD AGENA D DEB
4938,4938,THORAD AGENA D DEB
5051,5051,SL-8 R/B
5052,5052,SL-8 DEB
5105,5105,COSMOS 402
5174,5174,COSMOS 407
5175,5175,SL-8 R/B
5225,5225,SL-8 DEB
5238,5238,COSMOS 422
5239,5239,SL-8 R/B
5300,5300,SL-8 DEB
5301,5301,SL-8 DEB
5358,5358,SL-8 DEB
5414,5414,COSMOS 397 DEB *
5430,5430,THORAD AGENA D DEB
5519,5519,THORAD AGENA D DEB
5527,5527,COSMOS 397 DEB *
5529,5529,COSMOS 397 DEB *
5531,5531,COSMOS 397 DEB *
5635,5635,THORAD AGENA D DEB
5678,5678,OPS 7898 (P/L 1)
5679,5679,THORAD AGENA D R/B
5680,5680,OPS 7898 (P/L 2)
5681,5681,OPS 7898 (P/L 3)
5682,5682,OPS 7898 (P/L 4)
5683,5683,COSMOS 465
5685,5685,SL-8 R/B
5705,5705,COSMOS 468
5707,5707,SL-8 R/B
5715,5715,THOR ABLESTAR DEB
5720,5720,COSMOS 397 DEB *
5721,5721,COSMOS 469
5745,5745,THOR ABLESTAR DEB
5746,5746,THOR ABLESTAR DEB
5748,5748,THOR ABLESTAR DEB
5755,5755,THORAD AGENA D DEB
5758,5758,THORAD AGENA D DEB
5778,5778,SL-8 DEB
5786,5786,THOR ABLESTAR DEB
5794,5794,THORAD AGENA D DEB
5826,5826,THOR ABLESTAR DEB
5846,5846,COSMOS 475
5847,5847,SL-8 R/B
5858,5858,SL-8 DEB
6019,6019,COSMOS 489
6020,6020,SL-8 R/B
6059,6059,COSMOS 494
6061,6061,SL-8 R/B
6063,6063,SL-8 DEB
6065,6065,SL-8 DEB
6154,6154,COSMOS 516
6206,6206,COSMOS 521
6207,6207,SL-8 R/B
6210,6210,SL-8 DEB
6289,6289,SL-8 DEB
6323,6323,COSMOS 540
6324,6324,SL-8 R/B
6396,6396,SL-8 DEB
6747,6747,THOR ABLESTAR DEB
6748,6748,THOR ABLESTAR DEB
6965,6965,COSMOS 614
6966,6966,SL-8 R/B
7004,7004,SL-8 R/B
7005,7005,COSMOS 626
7291,7291,COSMOS 651
7297,7297,COSMOS 654
7433,7433,COSMOS 676
7434,7434,SL-8 R/B
7718,7718,COSMOS 723
7727,7727,COSMOS 724
8343,8343,COSMOS 773
8344,8344,SL-8 R/B
8458,8458,COSMOS 783
8459,8459,SL-8 R/B
8473,8473,COSMOS 785
8709,8709,UME 1 (ISS 1)
8710,8710,N-1 R/B
8756,8756,SL-8 DEB
8757,8757,SL-8 DEB
8764,8764,SL-8 DEB
8829,8829,SL-8 DEB
8923,8923,COSMOS 836
8924,8924,SL-8 R/B
9022,9022,COSMOS 841
9023,9023,SL-8 R/B
9443,9443,COSMOS 858
9444,9444,SL-8 R/B
9486,9486,COSMOS 860
9494,9494,COSMOS 861
9569,9569,SL-8 DEB *
9572,9572,SL-8 DEB
9703,9703,DELTA 1 DEB *
9704,9704,SL-8 DEB
9798,9798,COSMOS 886 DEB *
10095,10095,COSMOS 921
10096,10096,SL-14 R/B
10120,10120,COSMOS 923
10121,10121,SL-8 R/B
10358,10358,COSMOS 952
10512,10512,COSMOS 967
10513,10513,SL-8 R/B
10518,10518,SL-8 DEB
10520,10520,COSMOS 968
10521,10521,SL-8 R/B
10524,10524,SL-8 DEB
10525,10525,SL-8 DEB
10526,10526,SL-8 DEB
10535,10535,COSMOS 970 DEB
10563,10563,COSMOS 970 DEB
10564,10564,COSMOS 970 DEB
10565,10565,COSMOS 970 DEB
10567,10567,COSMOS 970 DEB
10570,10570,COSMOS 970 DEB
10571,10571,COSMOS 970 DEB
10573,10573,COSMOS 970 DEB
10577,10577,COSMOS 970 DEB
10579,10579,COSMOS 970 DEB
10580,10580,COSMOS 970 DEB
10676,10676,COSMOS 990
10677,10677,SL-8 R/B
10878,10878,COSMOS 970 DEB
10880,10880,COSMOS 970 DEB
10883,10883,COSMOS 970 DEB
10886,10886,COSMOS 970 DEB
10887,10887,COSMOS 970 DEB
10890,10890,COSMOS 970 DEB
10961,10961,COSMOS 1023
10962,10962,SL-8 R/B
11111,11111,COSMOS 1048
11112,11112,SL-8 R/B
11113,11113,SL-8 DEB
11114,11114,SL-8 DEB
11425,11425,COSMOS 1110
11427,11427,SL-8 R/B
11510,11510,COSMOS 1125
11511,11511,SL-8 R/B
11573,11573,COSMOS 1140
11574,11574,SL-8 R/B
11750,11750,COSMOS 1171
11751,11751,SL-8 R/B
11788,11788,COSMOS 1176
11869,11869,COSMOS 1190
11870,11870,SL-8 R/B
11971,11971,COSMOS 1176 FUEL CORE
12099,12099,OPS 4988 DEB
12149,12149,COSMOS 1241
12150,12150,SL-8 R/B
12151,12151,SL-8 DEB
12319,12319,COSMOS 1249
12409,12409,COSMOS 1266
12442,12442,COSMOS 1269
12443,12443,SL-8 R/B
12551,12551,COSMOS 1249 FUEL CORE
12783,12783,COSMOS 1299
12791,12791,COSMOS 1302
12792,12792,SL-8 R/B
12793,12793,SL-8 DEB
12808,12808,COSMOS 1299 FUEL CORE
12860,12860,COSMOS 970 DEB
12861,12861,COSMOS 970 DEB
12862,12862,COSMOS 970 DEB
12863,12863,COSMOS 970 DEB
12865,12865,COSMOS 970 DEB
12866,12866,COSMOS 970 DEB
12867,12867,COSMOS 970 DEB
12868,12868,COSMOS 970 DEB
12869,12869,COSMOS 970 DEB
12870,12870,COSMOS 970 DEB
13027,13027,COSMOS 1331
13028,13028,SL-8 R/B
13029,13029,SL-8 DEB *
13030,13030,SL-8 DEB
13148,13148,COSMOS 1354
13149,13149,SL-8 R/B
13175,13175,COSMOS 1365
13241,13241,COSMOS 1371
13242,13242,SL-8 R/B
13243,13243,COSMOS 1372
13259,13259,COSMOS 1375
13260,13260,SL-8 R/B
13261,13261,SL-8 DEB
13364,13364,THOR ABLESTAR DEB
13416,13416,COSMOS 1372 FUEL CORE
13497,13497,SL-8 DEB *
13498,13498,SL-8 DEB *
13499,13499,SL-8 DEB *
13500,13500,SL-8 DEB *
13503,13503,COSMOS 970 DEB
13505,13505,COSMOS 970 DEB
13512,13512,THOR ABLESTAR DEB
13594,13594,COSMOS 1365 FUEL CORE
13600,13600,COSMOS 1412
13648,13648,COSMOS 1420
13649,13649,SL-8 R/B
13653,13653,COSMOS 1412 FUEL CORE
13943,13943,COSMOS 886 DEB *
13991,13991,COSMOS 1452
13992,13992,SL-8 R/B
14240,14240,COSMOS 1486
14241,14241,SL-8 R/B
14344,14344,SL-8 DEB *
14345,14345,SL-8 DEB *
14346,14346,SL-8 DEB
14398,14398,SL-8 DEB *
14401,14401,COSMOS 1503
14402,14402,SL-8 R/B
14442,14442,COSMOS 970 DEB
14443,14443,COSMOS 970 DEB
14444,14444,COSMOS 970 DEB
14445,14445,COSMOS 970 DEB
14446,14446,COSMOS 397 DEB *
14759,14759,COSMOS 1538
14760,14760,SL-8 R/B
14801,14801,SL-8 DEB *
14802,14802,SL-8 DEB *
14803,14803,SL-8 DEB *
14805,14805,SL-8 DEB
14806,14806,SL-8 DEB *
14807,14807,SL-8 DEB *
14808,14808,SL-8 DEB *
14809,14809,SL-8 DEB *
14810,14810,SL-8 DEB *
14811,14811,SL-8 DEB
14812,14812,SL-8 DEB
14813,14813,SL-8 DEB *
14816,14816,SL-8 DEB *
14817,14817,SL-8 DEB *
14818,14818,SL-8 DEB *
14865,14865,SL-8 DEB *
14866,14866,SL-8 DEB *
14907,14907,COSMOS 970 DEB
15031,15031,COSMOS 1570
15032,15032,SL-8 R/B
15033,15033,SL-8 DEB
15085,15085,COSMOS 1579
15333,15333,COSMOS 1603
15334,15334,SL-12 R/B(2)
15335,15335,SL-12 R/B(AUX MOTOR)
15338,15338,SL-12 R/B(AUX MOTOR)
15378,15378,COSMOS 1607
15482,15482,COSMOS 1624
15483,15483,SL-8 R/B
15490,15490,SL-8 DEB
15491,15491,SL-8 DEB
15528,15528,SL-8 DEB *
15558,15558,THOR ABLESTAR DEB
15559,15559,COSMOS 970 DEB
15755,15755,COSMOS 1656
15756,15756,SL-8 DEB
15772,15772,SL-12 R/B(2)
15773,15773,SL-12 R/B(AUX MOTOR)
15774,15774,SL-12 R/B(AUX MOTOR)
15783,15783,THOR ABLESTAR DEB
15784,15784,SL-8 DEB
15785,15785,SL-8 DEB
15930,15930,COSMOS 1670
15986,15986,COSMOS 1677
16011,16011,COSMOS 1680
16012,16012,SL-8 R/B
16181,16181,COSMOS 1697
16182,16182,SL-16 R/B
16202,16202,COSMOS 1375 DEB
16203,16203,COSMOS 1375 DEB
16204,16204,COSMOS 1375 DEB
16205,16205,COSMOS 1375 DEB
16206,16206,COSMOS 1375 DEB
16207,16207,COSMOS 1375 DEB
16208,16208,COSMOS 1375 DEB
16209,16209,COSMOS 1375 DEB
16210,16210,COSMOS 1375 DEB
16211,16211,COSMOS 1375 DEB
16376,16376,COSMOS 1375 DEB
16377,16377,COSMOS 1375 DEB
16378,16378,COSMOS 1375 DEB
16379,16379,COSMOS 1375 DEB
16380,16380,COSMOS 1375 DEB
16381,16381,COSMOS 1375 DEB
16382,16382,COSMOS 1375 DEB
16383,16383,COSMOS 1375 DEB
16384,16384,COSMOS 1375 DEB
16385,16385,COSMOS 1375 DEB
16386,16386,COSMOS 1375 DEB
16389,16389,SL-16 DEB
16647,16647,COSMOS 1736
16681,16681,COSMOS 1741
16682,16682,SL-8 R/B
16860,16860,COSMOS 1763
16864,16864,SL-8 R/B
16865,16865,SL-8 DEB
16867,16867,SL-8 DEB
16917,16917,COSMOS 1771
16952,16952,COSMOS 1777
16953,16953,SL-8 R/B
17035,17035,COSMOS 1771 FUEL CORE
17090,17090,COSMOS 1375 DEB
17103,17103,COSMOS 1375 DEB
17104,17104,COSMOS 1375 DEB
17105,17105,COSMOS 1375 DEB
17106,17106,COSMOS 1375 DEB
17107,17107,COSMOS 1375 DEB
17108,17108,COSMOS 1375 DEB
17303,17303,COSMOS 1814
17304,17304,SL-8 R/B
17369,17369,COSMOS 1818
17589,17589,COSMOS 1833
17590,17590,SL-16 R/B
17648,17648,THOR ABLESTAR DEB
17658,17658,THORAD AGENA D DEB
17713,17713,THOR ABLESTAR DEB
17754,17754,SL-8 DEB
17794,17794,COSMOS 1375 DEB
17795,17795,COSMOS 1375 DEB
17796,17796,COSMOS 1375 DEB
17797,17797,COSMOS 1375 DEB
17799,17799,COSMOS 1375 DEB
17800,17800,COSMOS 1375 DEB
17802,17802,COSMOS 1375 DEB
17803,17803,COSMOS 1375 DEB
17804,17804,COSMOS 1375 DEB
17805,17805,COSMOS 1375 DEB
17806,17806,COSMOS 1375 DEB
17807,17807,COSMOS 1375 DEB
17842,17842,SL-8 DEB
17843,17843,SL-8 DEB
17973,17973,COSMOS 1844
17974,17974,SL-16 R/B
18095,18095,COSMOS 1850
18096,18096,SL-8 R/B
18122,18122,COSMOS 1860
18187,18187,COSMOS 1867
18241,18241,COSMOS 1860 FUEL CORE
18257,18257,COSMOS 1814 DEB *
18274,18274,SL-8 DEB
18278,18278,COSMOS 1375 DEB
18279,18279,COSMOS 1375 DEB
18413,18413,COSMOS 1375 DEB
18414,18414,COSMOS 1375 DEB
18415,18415,COSMOS 1375 DEB
18416,18416,SL-16 DEB
18417,18417,SL-16 DEB
18477,18477,COSMOS 1375 DEB
18500,18500,SL-8 DEB *
18501,18501,SL-8 DEB *
18502,18502,SL-8 DEB *
18504,18504,SL-8 DEB *
18507,18507,COSMOS 1375 DEB
18509,18509,SL-8 DEB *
18510,18510,SL-8 DEB *
18512,18512,SL-8 DEB *
18519,18519,SL-8 DEB *
18526,18526,SL-8 DEB
18550,18550,SL-16 DEB
18560,18560,COSMOS 1375 DEB
18585,18585,COSMOS 1898
18586,18586,SL-8 R/B
18608,18608,COSMOS 1678 DEB *
18616,18616,THORAD AGENA D DEB
18650,18650,SL-8 DEB *
18665,18665,COSMOS 1900
18681,18681,SL-8 DEB
18697,18697,SL-8 DEB
18698,18698,SL-8 DEB
18733,18733,COSMOS 1823 DEB
18764,18764,SL-12 DEB
18765,18765,SL-12 DEB
18766,18766,SL-12 DEB
18908,18908,THOR ABLESTAR DEB
18957,18957,COSMOS 1932
18998,18998,COSMOS 970 DEB
19006,19006,COSMOS 1823 DEB
19038,19038,COSMOS 1937
19039,19039,SL-8 R/B
19048,19048,SL-8 DEB
19102,19102,SL-8 DEB *
19119,19119,COSMOS 1943
19120,19120,SL-16 R/B
19128,19128,SL-16 DEB
19141,19141,COSMOS 1823 DEB
19162,19162,COSMOS 1932 FUEL CORE
19235,19235,SL-8 DEB
19245,19245,P/L 153 DEB
19256,19256,COSMOS 1954
19257,19257,SL-8 R/B
19260,19260,SL-8 DEB
19261,19261,SL-8 DEB
19302,19302,THOR ABLESTAR DEB
19453,19453,COSMOS 1375 DEB
19473,19473,COSMOS 1375 DEB
19649,19649,COSMOS 1980
19650,19650,SL-16 R/B
19769,19769,COSMOS 1992
19770,19770,SL-8 R/B
19831,19831,SL-8 DEB
19945,19945,SL-8 DEB
19961,19961,THOR ABLESTAR DEB *
20301,20301,COSMOS 1980 DEB
20432,20432,COSMOS 2056
20433,20433,SL-8 R/B
20434,20434,SL-8 DEB
20435,20435,SL-8 DEB
20624,20624,COSMOS 2082
20625,20625,SL-16 R/B
20628,20628,SL-16 DEB
21014,21014,COSMOS 2112
21015,21015,SL-8 R/B
21126,21126,SL-3 DEB
21255,21255,SL-8 DEB
21418,21418,COSMOS 2150
21419,21419,SL-8 R/B
21420,21420,SL-8 DEB
21711,21711,SL-8 DEB
21986,21986,THOR ABLESTAR DEB
22080,22080,COSMOS 2208
22081,22081,SL-8 R/B
22219,22219,COSMOS 2219
22220,22220,SL-16 R/B
22221,22221,SL-16 DEB
22284,22284,COSMOS 2227
22285,22285,SL-16 R/B
22289,22289,SL-16 DEB
22294,22294,SL-16 DEB
22295,22295,SL-16 DEB
22296,22296,SL-16 DEB
22326,22326,SL-16 DEB
22327,22327,SL-16 DEB
22329,22329,SL-16 DEB
22330,22330,SL-16 DEB
22331,22331,SL-16 DEB
22332,22332,SL-16 DEB
22335,22335,SL-16 DEB
22336,22336,SL-16 DEB
22337,22337,SL-16 DEB
22338,22338,SL-16 DEB
22340,22340,SL-16 DEB
22341,22341,SL-16 DEB
22342,22342,SL-16 DEB
22343,22343,SL-16 DEB
22344,22344,SL-16 DEB
22347,22347,SL-16 DEB
22348,22348,SL-16 DEB
22349,22349,SL-16 DEB
22350,22350,SL-16 DEB
22351,22351,SL-16 DEB
22352,22352,SL-16 DEB
22353,22353,SL-16 DEB
22354,22354,SL-16 DEB
22356,22356,SL-16 DEB
22357,22357,SL-16 DEB
22358,22358,SL-16 DEB
22359,22359,SL-16 DEB
22366,22366,SL-16 DEB
22369,22369,SL-16 DEB
22370,22370,SL-16 DEB
22371,22371,SL-16 DEB
22375,22375,SL-16 DEB
22376,22376,SL-16 DEB
22377,22377,SL-16 DEB
22379,22379,SL-16 DEB
22381,22381,SL-16 DEB
22387,22387,SL-16 DEB
22388,22388,SL-16 DEB
22390,22390,SL-16 DEB
22392,22392,SL-16 DEB
22393,22393,SL-16 DEB
22394,22394,SL-16 DEB
22395,22395,SL-16 DEB
22396,22396,SL-16 DEB
22397,22397,SL-16 DEB
22398,22398,SL-16 DEB
22403,22403,SL-16 DEB
22404,22404,SL-16 DEB
22405,22405,SL-16 DEB
22408,22408,SL-16 DEB
22409,22409,SL-16 DEB
22410,22410,SL-16 DEB
22415,22415,SL-16 DEB
22416,22416,SL-16 DEB
22417,22417,SL-16 DEB
22418,22418,SL-16 DEB
22419,22419,SL-16 DEB
22420,22420,SL-16 DEB
22421,22421,SL-16 DEB
22422,22422,SL-16 DEB
22423,22423,SL-16 DEB
22425,22425,SL-16 DEB
22426,22426,SL-16 DEB
22430,22430,SL-16 DEB
22432,22432,SL-16 DEB
22433,22433,SL-16 DEB
22435,22435,SL-16 DEB
22436,22436,SL-16 DEB
22437,22437,SL-16 DEB
22438,22438,SL-16 DEB
22441,22441,SL-16 DEB
22442,22442,SL-16 DEB
22443,22443,SL-16 DEB
22444,22444,SL-16 DEB
22445,22445,SL-16 DEB
22451,22451,SL-16 DEB
22453,22453,SL-16 DEB
22454,22454,SL-16 DEB
22455,22455,SL-16 DEB
22456,22456,SL-16 DEB
22458,22458,SL-16 DEB
22459,22459,SL-16 DEB
22468,22468,SL-16 DEB
22471,22471,SL-16 DEB
22473,22473,SL-16 DEB
22475,22475,SL-16 DEB
22477,22477,SL-16 DEB
22478,22478,SL-16 DEB
22480,22480,SL-16 DEB
22481,22481,SL-16 DEB
22493,22493,SL-16 DEB
22494,22494,SL-16 DEB
22495,22495,SL-16 DEB
22496,22496,SL-16 DEB
22499,22499,SL-16 DEB
22500,22500,SL-16 DEB
22502,22502,SL-16 DEB
22504,22504,SL-16 DEB
22509,22509,SL-16 DEB
22537,22537,SL-16 DEB
22543,22543,SL-16 DEB
22544,22544,SL-16 DEB
22546,22546,SL-16 DEB
22547,22547,SL-16 DEB
22549,22549,SL-16 DEB
22551,22551,SL-16 DEB
22552,22552,SL-16 DEB
22554,22554,SL-16 DEB
22562,22562,SL-18 R/B
22565,22565,COSMOS 2237
22566,22566,SL-16 R/B
22571,22571,SL-16 DEB
22577,22577,SL-16 DEB
22578,22578,SL-16 DEB
22579,22579,SL-16 DEB
22598,22598,SL-16 DEB
22599,22599,SL-18 DEB
22601,22601,SL-16 DEB
22605,22605,SL-16 DEB
22612,22612,SL-16 DEB
22615,22615,SL-16 DEB
22618,22618,SL-16 DEB
22619,22619,SL-16 DEB
22665,22665,SL-16 DEB
22675,22675,COSMOS 2251
22676,22676,SL-8 R/B
22802,22802,COSMOS 2263
22803,22803,SL-16 R/B
22804,22804,SL-16 DEB
22812,22812,SL-16 DEB
22816,22816,SL-16 DEB
23007,23007,SL-8 DEB
23087,23087,COSMOS 2278
23088,23088,SL-16 R/B
23189,23189,COSMOS 2285
23190,23190,SL-8 R/B
23275,23275,SL-16 DEB
23282,23282,SL-16 DEB
23302,23302,SL-16 DEB
23303,23303,SL-16 DEB
23404,23404,COSMOS 2297
23405,23405,SL-16 R/B
23406,23406,SL-16 DEB
23408,23408,SL-16 DEB
23409,23409,SL-16 DEB
23418,23418,SL-16 DEB
23431,23431,COSMOS 2298
23432,23432,SL-8 R/B
23433,23433,COSMOS 2298 DEB
23434,23434,COSMOS 2298 DEB
23545,23545,ORBCOMM FM 1
23546,23546,ORBCOMM FM 2
23547,23547,ORBVIEW 1 (MICROLAB)
23548,23548,PEGASUS R/B
23704,23704,COSMOS 2322
23705,23705,SL-16 R/B
24284,24284,SL-16 DEB
24297,24297,COSMOS 2333
24298,24298,SL-16 R/B
24302,24302,SL-16 DEB
24303,24303,SL-16 DEB
24866,24866,SL-16 DEB
24920,24920,FORTE
24921,24921,PEGASUS R/B
24974,24974,SL-8 DEB
25027,25027,SL-8 DEB
25028,25028,SL-8 DEB
25254,25254,SL-16 DEB
25284,25284,START 1 DEB
25406,25406,COSMOS 2360
25407,25407,SL-16 R/B
25560,25560,SWAS
25561,25561,PEGASUS R/B
25563,25563,SL-8 DEB
26069,26069,COSMOS 2369
26070,26070,SL-16 R/B
26073,26073,SL-16 DEB
26075,26075,SL-16 DEB
26077,26077,SL-16 DEB
26474,26474,TITAN 4B R/B
26498,26498,COSMOS 1375 DEB
26503,26503,COSMOS 1249 COOLANT
26504,26504,COSMOS 1249 COOLANT
26505,26505,COSMOS 1249 COOLANT
26506,26506,COSMOS 1249 COOLANT
26508,26508,COSMOS 1249 COOLANT
26509,26509,COSMOS 1249 COOLANT
26510,26510,COSMOS 1249 COOLANT
26511,26511,COSMOS 1249 COOLANT
26512,26512,COSMOS 1249 COOLANT
26513,26513,COSMOS 1579 COOLANT
26514,26514,COSMOS 1579 COOLANT
26516,26516,COSMOS 1579 COOLANT
26517,26517,COSMOS 1579 COOLANT
26519,26519,COSMOS 1579 COOLANT
26520,26520,COSMOS 1579 COOLANT
26521,26521,COSMOS 1579 COOLANT
26522,26522,COSMOS 1579 COOLANT
26523,26523,COSMOS 1579 COOLANT
26546,26546,MEGSAT 1
26548,26548,TIUNGSAT 1
26549,26549,SAUDISAT 1B
26646,26646,COSMOS 1579 COOLANT
26911,26911,COSMOS 1249 COOLANT
26930,26930,PICOSAT 9
26931,26931,PCSAT
26932,26932,SAPPHIRE
26968,26968,SL-16 DEB
26980,26980,SL-16 DEB
26998,26998,TIMED
27469,27469,TITAN 4B DEB
27569,27569,COSMOS 1249 COOLANT
27570,27570,COSMOS 1249 COOLANT
27571,27571,COSMOS 1249 COOLANT
27605,27605,RUBIN 2
27606,27606,LATINSAT B
